zip,primary_city,state,timezone
02467,Chestnut Hill,MA,America/New_York
02468,Waban,MA,America/New_York
02471,Watertown,MA,America/New_York
02472,Watertown,MA,America/New_York
02474,Arlington,MA,America/New_York
02475,Arlington Heights,MA,America/New_York
02476,Arlington,MA,America/New_York
02478,Belmont,MA,America/New_York
02479,Waverley,MA,America/New_York
02481,Wellesley Hills,MA,America/New_York
02482,Wellesley,MA,America/New_York
02492,Needham,MA,America/New_York
02493,Weston,MA,America/New_York
02494,Needham Heights,MA,America/New_York
02495,Nonantum,MA,America/New_York
02532,Buzzards Bay,MA,America/New_York
02534,Cataumet,MA,America/New_York
02535,Chilmark,MA,America/New_York
02536,East Falmouth,MA,America/New_York
02537,East Sandwich,MA,America/New_York
02538,East Wareham,MA,America/New_York
02539,Edgartown,MA,America/New_York
02540,Falmouth,MA,America/New_York
02541,Falmouth,MA,America/New_York
02542,Buzzards Bay,MA,America/New_York
02543,Woods Hole,MA,America/New_York
02552,Menemsha,MA,America/New_York
02553,Monument Beach,MA,America/New_York
02554,Nantucket,MA,America/New_York
02556,North Falmouth,MA,America/New_York
02557,Oak Bluffs,MA,America/New_York
02558,Onset,MA,America/New_York
02559,Pocasset,MA,America/New_York
02561,Sagamore,MA,America/New_York
02562,Sagamore Beach,MA,America/New_York
02563,Sandwich,MA,America/New_York
02564,Siasconset,MA,America/New_York
02568,Vineyard Haven,MA,America/New_York
02571,Wareham,MA,America/New_York
02574,West Falmouth,MA,America/New_York
02575,West Tisbury,MA,America/New_York
02576,West Wareham,MA,America/New_York
02584,Nantucket,MA,America/New_York
02601,Hyannis,MA,America/New_York
02630,Barnstable,MA,America/New_York
02631,Brewster,MA,America/New_York
02632,Centerville,MA,America/New_York
02633,Chatham,MA,America/New_York
02634,Centerville,MA,America/New_York
02635,Cotuit,MA,America/New_York
02637,Cummaquid,MA,America/New_York
02638,Dennis,MA,America/New_York
02639,Dennis Port,MA,America/New_York
02641,East Dennis,MA,America/New_York
02642,Eastham,MA,America/New_York
02643,East Orleans,MA,America/New_York
02644,Forestdale,MA,America/New_York
02645,Harwich,MA,America/New_York
02646,Harwich Port,MA,America/New_York
02647,Hyannis Port,MA,America/New_York
02648,Marstons Mills,MA,America/New_York
02649,Mashpee,MA,America/New_York
02650,North Chatham,MA,America/New_York
02651,North Eastham,MA,America/New_York
02652,North Truro,MA,America/New_York
02653,Orleans,MA,America/New_York
02655,Osterville,MA,America/New_York
02657,Provincetown,MA,America/New_York
02659,South Chatham,MA,America/New_York
02660,South Dennis,MA,America/New_York
02661,South Harwich,MA,America/New_York
02662,South Orleans,MA,America/New_York
02663,South Wellfleet,MA,America/New_York
02664,South Yarmouth,MA,America/New_York
02666,Truro,MA,America/New_York
02667,Wellfleet,MA,America/New_York
02668,West Barnstable,MA,America/New_York
02669,West Chatham,MA,America/New_York
02670,West Dennis,MA,America/New_York
02671,West Harwich,MA,America/New_York
02672,West Hyannisport,MA,America/New_York
02673,West Yarmouth,MA,America/New_York
02675,Yarmouth Port,MA,America/New_York
02702,Assonet,MA,America/New_York
02703,Attleboro,MA,America/New_York
02712,Chartley,MA,America/New_York
02713,Cuttyhunk,MA,America/New_York
02714,Dartmouth,MA,America/New_York
02715,Dighton,MA,America/New_York
02717,East Freetown,MA,America/New_York
02718,East Taunton,MA,America/New_York
02719,Fairhaven,MA,America/New_York
02720,Fall River,MA,America/New_York
02721,Fall River,MA,America/New_York
02722,Fall River,MA,America/New_York
02723,Fall River,MA,America/New_York
02724,Fall River,MA,America/New_York
02725,Somerset,MA,America/New_York
02726,Somerset,MA,America/New_York
02738,Marion,MA,America/New_York
02739,Mattapoisett,MA,America/New_York
02740,New Bedford,MA,America/New_York
02741,New Bedford,MA,America/New_York
02742,New Bedford,MA,America/New_York
02743,Acushnet,MA,America/New_York
02744,New Bedford,MA,America/New_York
02745,New Bedford,MA,America/New_York
02746,New Bedford,MA,America/New_York
02747,North Dartmouth,MA,America/New_York
02748,South Dartmouth,MA,America/New_York
02760,North Attleboro,MA,America/New_York
02761,North Attleboro,MA,America/New_York
02762,Plainville,MA,America/New_York
02763,Attleboro Falls,MA,America/New_York
02764,North Dighton,MA,America/New_York
02766,Norton,MA,America/New_York
02767,Raynham,MA,America/New_York
02768,Raynham Center,MA,America/New_York
02769,Rehoboth,MA,America/New_York
02770,Rochester,MA,America/New_York
02771,Seekonk,MA,America/New_York
02777,Swansea,MA,America/New_York
02779,Berkley,MA,America/New_York
02780,Taunton,MA,America/New_York
02790,Westport,MA,America/New_York
02791,Westport Point,MA,America/New_York
02801,Adamsville,RI,America/New_York
02802,Albion,RI,America/New_York
02804,Ashaway,RI,America/New_York
02806,Barrington,RI,America/New_York
02807,Block Island,RI,America/New_York
02808,Bradford,RI,America/New_York
02809,Bristol,RI,America/New_York
02812,Carolina,RI,America/New_York
02813,Charlestown,RI,America/New_York
02814,Chepachet,RI,America/New_York
02815,Clayville,RI,America/New_York
02816,Coventry,RI,America/New_York
02817,West Greenwich,RI,America/New_York
02818,East Greenwich,RI,America/New_York
02822,Exeter,RI,America/New_York
02823,Fiskeville,RI,America/New_York
02824,Forestdale,RI,America/New_York
02825,Foster,RI,America/New_York
02826,Glendale,RI,America/New_York
02827,Greene,RI,America/New_York
02828,Greenville,RI,America/New_York
02829,Harmony,RI,America/New_York
02830,Harrisville,RI,America/New_York
02831,Hope,RI,America/New_York
02832,Hope Valley,RI,America/New_York
02833,Hopkinton,RI,America/New_York
02835,Jamestown,RI,America/New_York
02836,Kenyon,RI,America/New_York
02837,Little Compton,RI,America/New_York
02838,Manville,RI,America/New_York
02839,Mapleville,RI,America/New_York
02840,Newport,RI,America/New_York
02841,Newport,RI,America/New_York
02842,Middletown,RI,America/New_York
02852,North Kingstown,RI,America/New_York
02857,North Scituate,RI,America/New_York
02858,Oakland,RI,America/New_York
02859,Pascoag,RI,America/New_York
02860,Pawtucket,RI,America/New_York
02861,Pawtucket,RI,America/New_York
02862,Pawtucket,RI,America/New_York
02863,Central Falls,RI,America/New_York
02864,Cumberland,RI,America/New_York
02865,Lincoln,RI,America/New_York
02871,Portsmouth,RI,America/New_York
02872,Prudence Island,RI,America/New_York
02873,Rockville,RI,America/New_York
02874,Saunderstown,RI,America/New_York
02875,Shannock,RI,America/New_York
02876,Slatersville,RI,America/New_York
02877,Slocum,RI,America/New_York
02878,Tiverton,RI,America/New_York
02879,Wakefield,RI,America/New_York
02880,Wakefield,RI,America/New_York
02881,Kingston,RI,America/New_York
02882,Narragansett,RI,America/New_York
02883,Peace Dale,RI,America/New_York
02885,Warren,RI,America/New_York
02886,Warwick,RI,America/New_York
02887,Warwick,RI,America/New_York
02888,Warwick,RI,America/New_York
02889,Warwick,RI,America/New_York
02891,Westerly,RI,America/New_York
02892,West Kingston,RI,America/New_York
02893,West Warwick,RI,America/New_York
02894,Wood River Junction,RI,America/New_York
02895,Woonsocket,RI,America/New_York
02896,North Smithfield,RI,America/New_York
02898,Wyoming,RI,America/New_York
02901,Providence,RI,America/New_York
02902,Providence,RI,America/New_York
02903,Providence,RI,America/New_York
02904,Providence,RI,America/New_York
02905,Providence,RI,America/New_York
02906,Providence,RI,America/New_York
02907,Providence,RI,America/New_York
02908,Providence,RI,America/New_York
02909,Providence,RI,America/New_York
02910,Cranston,RI,America/New_York
02911,North Providence,RI,America/New_York
02912,Providence,RI,America/New_York
02914,East Providence,RI,America/New_York
02915,Riverside,RI,America/New_York
02916,Rumford,RI,America/New_York
02917,Smithfield,RI,America/New_York
02918,Providence,RI,America/New_York
02919,Johnston,RI,America/New_York
02920,Cranston,RI,America/New_York
02921,Cranston,RI,America/New_York
02940,Providence,RI,America/New_York
03031,Amherst,NH,America/New_York
03032,Auburn,NH,America/New_York
03033,Brookline,NH,America/New_York
03034,Candia,NH,America/New_York
03036,Chester,NH,America/New_York
03037,Deerfield,NH,America/New_York
03038,Derry,NH,America/New_York
03040,East Candia,NH,America/New_York
03041,East Derry,NH,America/New_York
03042,Epping,NH,America/New_York
03043,Francestown,NH,America/New_York
03044,Fremont,NH,America/New_York
03045,Goffstown,NH,America/New_York
03046,Dunbarton,NH,America/New_York
03047,Greenfield,NH,America/New_York
03048,Greenville,NH,America/New_York
03049,Hollis,NH,America/New_York
03051,Hudson,NH,America/New_York
03052,Litchfield,NH,America/New_York
03053,Londonderry,NH,America/New_York
03054,Merrimack,NH,America/New_York
03055,Milford,NH,America/New_York
03057,Mont Vernon,NH,America/New_York
03060,Nashua,NH,America/New_York
03061,Nashua,NH,America/New_York
03062,Nashua,NH,America/New_York
03063,Nashua,NH,America/New_York
03064,Nashua,NH,America/New_York
03070,New Boston,NH,America/New_York
03071,New Ipswich,NH,America/New_York
03073,North Salem,NH,America/New_York
03076,Pelham,NH,America/New_York
03077,Raymond,NH,America/New_York
03079,Salem,NH,America/New_York
03082,Lyndeborough,NH,America/New_York
03084,Temple,NH,America/New_York
03086,Wilton,NH,America/New_York
03087,Windham,NH,America/New_York
03101,Manchester,NH,America/New_York
03102,Manchester,NH,America/New_York
03103,Manchester,NH,America/New_York
03104,Manchester,NH,America/New_York
03105,Manchester,NH,America/New_York
03106,Hooksett,NH,America/New_York
03108,Manchester,NH,America/New_York
03109,Manchester,NH,America/New_York
03110,Bedford,NH,America/New_York
03215,Waterville Valley,NH,America/New_York
03216,Andover,NH,America/New_York
03217,Ashland,NH,America/New_York
03218,Barnstead,NH,America/New_York
03220,Belmont,NH,America/New_York
03221,Bradford,NH,America/New_York
03222,Bristol,NH,America/New_York
03223,Campton,NH,America/New_York
03224,Canterbury,NH,America/New_York
03225,Center Barnstead,NH,America/New_York
03226,Center Harbor,NH,America/New_York
03227,Center Sandwich,NH,America/New_York
03229,Contoocook,NH,America/New_York
03230,Danbury,NH,America/New_York
03231,East Andover,NH,America/New_York
