zip,primary_city,state,timezone
56545,Gary,MN,America/Chicago
56546,Georgetown,MN,America/Chicago
56547,Glyndon,MN,America/Chicago
56548,Halstad,MN,America/Chicago
56549,Hawley,MN,America/Chicago
56550,Hendrum,MN,America/Chicago
56551,Henning,MN,America/Chicago
56552,Hitterdal,MN,America/Chicago
56553,Kent,MN,America/Chicago
56554,Lake Park,MN,America/Chicago
56556,Mcintosh,MN,America/Chicago
56557,Mahnomen,MN,America/Chicago
56560,Moorhead,MN,America/Chicago
56561,Moorhead,MN,America/Chicago
56562,Moorhead,MN,America/Chicago
56563,Moorhead,MN,America/Chicago
56565,Nashua,MN,America/Chicago
56566,Naytahwaush,MN,America/Chicago
56567,New York Mills,MN,America/Chicago
56568,Nielsville,MN,America/Chicago
56569,Ogema,MN,America/Chicago
56570,Osage,MN,America/Chicago
56571,Ottertail,MN,America/Chicago
56572,Pelican Rapids,MN,America/Chicago
56573,Perham,MN,America/Chicago
56574,Perley,MN,America/Chicago
56575,Ponsford,MN,America/Chicago
56576,Richville,MN,America/Chicago
56577,Richwood,MN,America/Chicago
56578,Rochert,MN,America/Chicago
56579,Rothsay,MN,America/Chicago
56580,Sabin,MN,America/Chicago
56581,Shelly,MN,America/Chicago
56583,Tintah,MN,America/Chicago
56584,Twin Valley,MN,America/Chicago
56585,Ulen,MN,America/Chicago
56586,Underwood,MN,America/Chicago
56587,Vergas,MN,America/Chicago
56588,Vining,MN,America/Chicago
56589,Waubun,MN,America/Chicago
56590,Wendell,MN,America/Chicago
56591,White Earth,MN,America/Chicago
56592,Winger,MN,America/Chicago
56593,Wolf Lake,MN,America/Chicago
56594,Wolverton,MN,America/Chicago
56601,Bemidji,MN,America/Chicago
56619,Bemidji,MN,America/Chicago
56621,Bagley,MN,America/Chicago
56623,Baudette,MN,America/Chicago
56626,Bena,MN,America/Chicago
56627,Big Falls,MN,America/Chicago
56628,Bigfork,MN,America/Chicago
56629,Birchdale,MN,America/Chicago
56630,Blackduck,MN,America/Chicago
56631,Bowstring,MN,America/Chicago
56633,Cass Lake,MN,America/Chicago
56634,Clearbrook,MN,America/Chicago
56636,Deer River,MN,America/Chicago
56637,Talmoon,MN,America/Chicago
56639,Effie,MN,America/Chicago
56641,Federal Dam,MN,America/Chicago
56644,Gonvick,MN,America/Chicago
56646,Gully,MN,America/Chicago
56647,Hines,MN,America/Chicago
56649,International Falls,MN,America/Chicago
56650,Kelliher,MN,America/Chicago
56651,Lengby,MN,America/Chicago
56652,Leonard,MN,America/Chicago
56653,Littlefork,MN,America/Chicago
56654,Loman,MN,America/Chicago
56655,Longville,MN,America/Chicago
56657,Marcell,MN,America/Chicago
56659,Max,MN,America/Chicago
56660,Mizpah,MN,America/Chicago
56661,Northome,MN,America/Chicago
56662,Outing,MN,America/Chicago
56663,Pennington,MN,America/Chicago
56666,Ponemah,MN,America/Chicago
56667,Puposky,MN,America/Chicago
56668,Ranier,MN,America/Chicago
56669,Kabetogama,MN,America/Chicago
56670,Redby,MN,America/Chicago
56671,Redlake,MN,America/Chicago
56672,Remer,MN,America/Chicago
56673,Roosevelt,MN,America/Chicago
56676,Shevlin,MN,America/Chicago
56678,Solway,MN,America/Chicago
56679,South International Falls,MN,America/Chicago
56680,Spring Lake,MN,America/Chicago
56681,Squaw Lake,MN,America/Chicago
56683,Tenstrike,MN,America/Chicago
56684,Trail,MN,America/Chicago
56685,Waskish,MN,America/Chicago
56686,Williams,MN,America/Chicago
56687,Wilton,MN,America/Chicago
56688,Wirt,MN,America/Chicago
56701,Thief River Falls,MN,America/Chicago
56710,Alvarado,MN,America/Chicago
56711,Angle Inlet,MN,America/Chicago
56713,Argyle,MN,America/Chicago
56714,Badger,MN,America/Chicago
56715,Brooks,MN,America/Chicago
56716,Crookston,MN,America/Chicago
56720,Donaldson,MN,America/Chicago
56721,East Grand Forks,MN,America/Chicago
56722,Euclid,MN,America/Chicago
56723,Fisher,MN,America/Chicago
56724,Gatzke,MN,America/Chicago
56725,Goodridge,MN,America/Chicago
56726,Greenbush,MN,America/Chicago
56727,Grygla,MN,America/Chicago
56728,Hallock,MN,America/Chicago
56729,Halma,MN,America/Chicago
56731,Humboldt,MN,America/Chicago
56732,Karlstad,MN,America/Chicago
56733,Kennedy,MN,America/Chicago
56734,Lake Bronson,MN,America/Chicago
56735,Lancaster,MN,America/Chicago
56736,Mentor,MN,America/Chicago
56737,Middle River,MN,America/Chicago
56738,Newfolden,MN,America/Chicago
56741,Oak Island,MN,America/Chicago
56742,Oklee,MN,America/Chicago
56744,Oslo,MN,America/Chicago
56748,Plummer,MN,America/Chicago
56750,Red Lake Falls,MN,America/Chicago
56751,Roseau,MN,America/Chicago
56754,Saint Hilaire,MN,America/Chicago
56755,Saint Vincent,MN,America/Chicago
56756,Salol,MN,America/Chicago
56757,Stephen,MN,America/Chicago
56758,Strandquist,MN,America/Chicago
56759,Strathcona,MN,America/Chicago
56760,Viking,MN,America/Chicago
56761,Wannaska,MN,America/Chicago
56762,Warren,MN,America/Chicago
56763,Warroad,MN,America/Chicago
57001,Alcester,SD,America/Chicago
57002,Aurora,SD,America/Chicago
57003,Baltic,SD,America/Chicago
57004,Beresford,SD,
57005,Brandon,SD,America/Chicago
57006,Brookings,SD,America/Chicago
57007,Brookings,SD,America/Chicago
57010,Burbank,SD,
57012,Canistota,SD,America/Chicago
57013,Canton,SD,America/Chicago
57014,Centerville,SD,
57015,Chancellor,SD,America/Chicago
57016,Chester,SD,America/Chicago
57017,Colman,SD,America/Chicago
57018,Colton,SD,America/Chicago
57020,Crooks,SD,America/Chicago
57021,Davis,SD,America/Chicago
57022,Dell Rapids,SD,America/Chicago
57024,Egan,SD,America/Chicago
57025,Elk Point,SD,America/Chicago
57026,Elkton,SD,
57027,Fairview,SD,America/Chicago
57028,Flandreau,SD,America/Chicago
57029,Freeman,SD,America/Chicago
57030,Garretson,SD,America/Chicago
57031,Gayville,SD,America/Chicago
57032,Harrisburg,SD,America/Chicago
57033,Hartford,SD,America/Chicago
57034,Hudson,SD,America/Chicago
57035,Humboldt,SD,America/Chicago
57036,Hurley,SD,America/Chicago
57037,Irene,SD,
57038,Jefferson,SD,America/Chicago
57039,Lennox,SD,America/Chicago
57040,Lesterville,SD,America/Chicago
57041,Lyons,SD,America/Chicago
57042,Madison,SD,America/Chicago
57043,Marion,SD,America/Chicago
57045,Menno,SD,
57046,Mission Hill,SD,America/Chicago
57047,Monroe,SD,America/Chicago
57048,Montrose,SD,America/Chicago
57049,North Sioux City,SD,America/Chicago
57050,Nunda,SD,America/Chicago
57051,Oldham,SD,America/Chicago
57052,Olivet,SD,America/Chicago
57053,Parker,SD,America/Chicago
57054,Ramona,SD,America/Chicago
57055,Renner,SD,America/Chicago
57056,Rowena,SD,America/Chicago
57057,Rutland,SD,America/Chicago
57058,Salem,SD,America/Chicago
57059,Scotland,SD,America/Chicago
57061,Sinai,SD,America/Chicago
57062,Springfield,SD,America/Chicago
57063,Tabor,SD,America/Chicago
57064,Tea,SD,America/Chicago
57065,Trent,SD,America/Chicago
57066,Tyndall,SD,America/Chicago
57067,Utica,SD,America/Chicago
57068,Valley Springs,SD,America/Chicago
57069,Vermillion,SD,America/Chicago
57070,Viborg,SD,America/Chicago
57071,Volga,SD,America/Chicago
57072,Volin,SD,America/Chicago
57073,Wakonda,SD,America/Chicago
57075,Wentworth,SD,America/Chicago
57076,Winfred,SD,America/Chicago
57077,Worthing,SD,America/Chicago
57078,Yankton,SD,America/Chicago
57101,Sioux Falls,SD,America/Chicago
57103,Sioux Falls,SD,America/Chicago
57104,Sioux Falls,SD,America/Chicago
57105,Sioux Falls,SD,America/Chicago
57106,Sioux Falls,SD,America/Chicago
57107,Sioux Falls,SD,America/Chicago
57108,Sioux Falls,SD,America/Chicago
57109,Sioux Falls,SD,America/Chicago
57110,Sioux Falls,SD,America/Chicago
57117,Sioux Falls,SD,America/Chicago
57118,Sioux Falls,SD,America/Chicago
57186,Sioux Falls,SD,America/Chicago
57197,Sioux Falls,SD,America/Chicago
57201,Watertown,SD,America/Chicago
57212,Arlington,SD,
57213,Astoria,SD,America/Chicago
57214,Badger,SD,America/Chicago
57216,Big Stone City,SD,America/Chicago
57217,Bradley,SD,America/Chicago
57218,Brandt,SD,America/Chicago
57219,Bristol,SD,America/Chicago
57220,Bruce,SD,America/Chicago
57221,Bryant,SD,America/Chicago
57223,Castlewood,SD,America/Chicago
57224,Claire City,SD,America/Chicago
57225,Clark,SD,America/Chicago
57226,Clear Lake,SD,America/Chicago
57227,Corona,SD,America/Chicago
57231,De Smet,SD,America/Chicago
57232,Eden,SD,America/Chicago
57233,Erwin,SD,America/Chicago
57234,Estelline,SD,America/Chicago
57235,Florence,SD,America/Chicago
57236,Garden City,SD,America/Chicago
57237,Gary,SD,America/Chicago
57238,Goodwin,SD,
57239,Grenville,SD,America/Chicago
57241,Hayti,SD,America/Chicago
57242,Hazel,SD,
57243,Henry,SD,America/Chicago
57245,Kranzburg,SD,America/Chicago
57246,Labolt,SD,America/Chicago
57247,Lake City,SD,America/Chicago
57248,Lake Norden,SD,America/Chicago
57249,Lake Preston,SD,America/Chicago
57251,Marvin,SD,America/Chicago
57252,Milbank,SD,America/Chicago
57255,New Effington,SD,America/Chicago
57256,Ortley,SD,
57257,Peever,SD,America/Chicago
57258,Raymond,SD,America/Chicago
57259,Revillo,SD,
57260,Rosholt,SD,America/Chicago
57261,Roslyn,SD,America/Chicago
57262,Sisseton,SD,America/Chicago
57263,South Shore,SD,America/Chicago
57264,Stockholm,SD,America/Chicago
57265,Strandburg,SD,
57266,Summit,SD,America/Chicago
57268,Toronto,SD,America/Chicago
57269,Twin Brooks,SD,America/Chicago
57270,Veblen,SD,America/Chicago
57271,Vienna,SD,America/Chicago
57272,Wallace,SD,America/Chicago
57273,Waubay,SD,America/Chicago
57274,Webster,SD,America/Chicago
57276,White,SD,America/Chicago
57278,Willow Lake,SD,America/Chicago
57279,Wilmot,SD,America/Chicago
57301,Mitchell,SD,
57311,Alexandria,SD,America/Chicago
57312,Alpena,SD,America/Chicago
57313,Armour,SD,America/Chicago
57314,Artesian,SD,America/Chicago
57315,Avon,SD,America/Chicago
57317,Bonesteel,SD,America/Chicago
57319,Bridgewater,SD,
57321,Canova,SD,America/Chicago
57322,Carpenter,SD,
57323,Carthage,SD,America/Chicago
57324,Cavour,SD,America/Chicago
57325,Chamberlain,SD,America/Chicago
57328,Corsica,SD,America/Chicago
57329,Dante,SD,America/Chicago
57330,Delmont,SD,America/Chicago
57331,Dimock,SD,America/Chicago
57332,Emery,SD,
57334,Ethan,SD,
57335,Fairfax,SD,America/Chicago
57337,Fedora,SD,America/Chicago
57339,Fort Thompson,SD,America/Chicago
57340,Fulton,SD,America/Chicago
57341,Gann Valley,SD,America/Chicago
57342,Geddes,SD,America/Chicago
57344,Harrison,SD,America/Chicago
57345,Highmore,SD,America/Chicago
57346,Stephan,SD,America/Chicago
57348,Hitchcock,SD,
57349,Howard,SD,America/Chicago
57350,Huron,SD,America/Chicago
57353,Iroquois,SD,
57354,Kaylor,SD,America/Chicago
57355,Kimball,SD,America/Chicago
57356,Lake Andes,SD,America/Chicago
57358,Lane,SD,America/Chicago
57359,Letcher,SD,
57361,Marty,SD,America/Chicago
57362,Miller,SD,America/Chicago
57363,Mount Vernon,SD,America/Chicago
57364,New Holland,SD,America/Chicago
57365,Oacoma,SD,America/Chicago
57366,Parkston,SD,
57367,Pickstown,SD,America/Chicago
57368,Plankinton,SD,America/Chicago
57369,Platte,SD,
57370,Pukwana,SD,America/Chicago
57371,Ree Heights,SD,America/Chicago
57373,Saint Lawrence,SD,America/Chicago
57374,Spencer,SD,
57375,Stickney,SD,America/Chicago
57376,Tripp,SD,America/Chicago
57379,Virgil,SD,America/Chicago
57380,Wagner,SD,America/Chicago
57381,Wessington,SD,
57382,Wessington Springs,SD,America/Chicago
57383,White Lake,SD,America/Chicago
57384,Wolsey,SD,America/Chicago
57385,Woonsocket,SD,
57386,Yale,SD,America/Chicago
57401,Aberdeen,SD,America/Chicago
57402,Aberdeen,SD,America/Chicago
57420,Akaska,SD,America/Chicago
57421,Amherst,SD,America/Chicago
57422,Andover,SD,America/Chicago
57424,Ashton,SD,America/Chicago
57426,Barnard,SD,America/Chicago
57427,Bath,SD,America/Chicago
57428,Bowdle,SD,America/Chicago
57429,Brentford,SD,America/Chicago
57430,Britton,SD,America/Chicago
57432,Claremont,SD,
57433,Columbia,SD,America/Chicago
57434,Conde,SD,
57435,Cresbard,SD,America/Chicago
57436,Doland,SD,America/Chicago
57437,Eureka,SD,
57438,Faulkton,SD,America/Chicago
57439,Ferney,SD,America/Chicago
57440,Frankfort,SD,America/Chicago
57441,Frederick,SD,America/Chicago
57442,Gettysburg,SD,America/Chicago
57445,Groton,SD,America/Chicago
57446,Hecla,SD,America/Chicago
57448,Hosmer,SD,
57449,Houghton,SD,America/Chicago
57450,Hoven,SD,America/Chicago
57451,Ipswich,SD,America/Chicago
57452,Java,SD,America/Chicago
57454,Langford,SD,America/Chicago
57455,Lebanon,SD,America/Chicago
57456,Leola,SD,America/Chicago
57457,Long Lake,SD,America/Chicago
57460,Mansfield,SD,America/Chicago
57461,Mellette,SD,America/Chicago
57465,Northville,SD,
57466,Onaka,SD,America/Chicago
57467,Orient,SD,
57468,Pierpont,SD,America/Chicago
57469,Redfield,SD,
57470,Rockham,SD,America/Chicago
57471,Roscoe,SD,America/Chicago
57472,Selby,SD,America/Chicago
57473,Seneca,SD,America/Chicago
57474,Stratford,SD,America/Chicago
57475,Tolstoy,SD,America/Chicago
57476,Tulare,SD,
57477,Turton,SD,America/Chicago
57479,Warner,SD,America/Chicago
57481,Westport,SD,
57501,Pierre,SD,
57520,Agar,SD,America/Chicago
57521,Belvidere,SD,America/Denver
57522,Blunt,SD,America/Chicago
57523,Burke,SD,America/Chicago
57528,Colome,SD,America/Chicago
57529,Dallas,SD,
57531,Draper,SD,
57532,Fort Pierre,SD,
57533,Gregory,SD,
57534,Hamill,SD,America/Chicago
57536,Harrold,SD,America/Chicago
57537,Hayes,SD,
57538,Herrick,SD,America/Chicago
57540,Holabird,SD,America/Chicago
57541,Ideal,SD,America/Chicago
57543,Kadoka,SD,America/Denver
57544,Kennebec,SD,America/Chicago
57547,Long Valley,SD,America/Denver
57548,Lower Brule,SD,America/Chicago
57551,Martin,SD,
57552,Midland,SD,America/Denver
57553,Milesville,SD,America/Denver
57555,Mission,SD,America/Denver
57559,Murdo,SD,
57560,Norris,SD,America/Denver
57562,Okaton,SD,
57563,Okreek,SD,America/Denver
57564,Onida,SD,America/Chicago
57566,Parmelee,SD,America/Denver
57567,Philip,SD,America/Denver
57568,Presho,SD,America/Chicago
57569,Reliance,SD,America/Chicago
57570,Rosebud,SD,America/Denver
57571,Saint Charles,SD,America/Chicago
57572,Saint Francis,SD,America/Denver
57574,Tuthill,SD,America/Denver
57576,Vivian,SD,America/Chicago
57577,Wanblee,SD,America/Denver
57579,White River,SD,America/Denver
57580,Winner,SD,America/Chicago
57584,Witten,SD,America/Chicago
57585,Wood,SD,America/Denver
57601,Mobridge,SD,America/Chicago
57620,Bison,SD,America/Denver
57621,Bullhead,SD,America/Denver
57622,Cherry Creek,SD,America/Denver
57623,Dupree,SD,America/Denver
57625,Eagle Butte,SD,America/Denver
57626,Faith,SD,America/Denver
57630,Glencross,SD,America/Denver
57631,Glenham,SD,America/Chicago
57632,Herreid,SD,America/Chicago
57633,Isabel,SD,
57634,Keldron,SD,America/Denver
57636,Lantry,SD,America/Denver
57638,Lemmon,SD,
57639,Little Eagle,SD,America/Denver
57640,Lodgepole,SD,America/Denver
57641,Mc Intosh,SD,America/Denver
57642,Mc Laughlin,SD,America/Denver
57644,Meadow,SD,
57645,Morristown,SD,America/Denver
57646,Mound City,SD,America/Chicago
57648,Pollock,SD,America/Chicago
57649,Prairie City,SD,America/Denver
57650,Ralph,SD,America/Denver
57651,Reva,SD,
57652,Ridgeview,SD,America/Denver
57656,Timber Lake,SD,America/Denver
57657,Trail City,SD,America/Denver
57658,Wakpala,SD,America/Denver
57660,Watauga,SD,America/Denver
57661,Whitehorse,SD,America/Denver
57701,Rapid City,SD,America/Denver
57702,Rapid City,SD,America/Denver
57703,Rapid City,SD,America/Denver
57706,Ellsworth Afb,SD,America/Denver
57709,Rapid City,SD,America/Denver
57714,Allen,SD,America/Denver
57716,Batesland,SD,America/Denver
57717,Belle Fourche,SD,America/Denver
57718,Black Hawk,SD,America/Denver
57719,Box Elder,SD,America/Denver
57720,Buffalo,SD,America/Denver
57722,Buffalo Gap,SD,America/Denver
57724,Camp Crook,SD,America/Denver
57725,Caputa,SD,America/Denver
57730,Custer,SD,America/Denver
57732,Deadwood,SD,America/Denver
57735,Edgemont,SD,America/Denver
57737,Enning,SD,America/Denver
57738,Fairburn,SD,America/Denver
57741,Fort Meade,SD,America/Denver
57744,Hermosa,SD,
57745,Hill City,SD,America/Denver
57747,Hot Springs,SD,America/Denver
57748,Howes,SD,America/Denver
57750,Interior,SD,America/Denver
57751,Keystone,SD,America/Denver
57752,Kyle,SD,America/Denver
57754,Lead,SD,America/Denver
57755,Ludlow,SD,America/Denver
57756,Manderson,SD,America/Denver
57758,Mud Butte,SD,
57759,Nemo,SD,America/Denver
57760,Newell,SD,America/Denver
57761,New Underwood,SD,
57762,Nisland,SD,America/Denver
57763,Oelrichs,SD,America/Denver
57764,Oglala,SD,America/Denver
57766,Oral,SD,America/Denver
57767,Owanka,SD,America/Denver
57769,Piedmont,SD,America/Denver
57770,Pine Ridge,SD,America/Denver
57772,Porcupine,SD,America/Denver
57773,Pringle,SD,America/Denver
57775,Quinn,SD,America/Denver
57779,Saint Onge,SD,America/Denver
57780,Scenic,SD,America/Denver
57782,Smithwick,SD,America/Denver
57783,Spearfish,SD,America/Denver
57785,Sturgis,SD,
57787,Union Center,SD,America/Denver
57788,Vale,SD,
57790,Wall,SD,America/Denver
57791,Wasta,SD,
57792,White Owl,SD,America/Denver
57793,Whitewood,SD,America/Denver
57794,Wounded Knee,SD,America/Denver
57799,Spearfish,SD,America/Denver
58001,Abercrombie,ND,America/Chicago
58004,Amenia,ND,America/Chicago
58005,Argusville,ND,America/Chicago
58006,Arthur,ND,America/Chicago
58007,Ayr,ND,America/Chicago
58008,Barney,ND,America/Chicago
58009,Blanchard,ND,America/Chicago
58011,Buffalo,ND,America/Chicago
58012,Casselton,ND,America/Chicago
58013,Cayuga,ND,America/Chicago
58015,Christine,ND,America/Chicago
58016,Clifford,ND,America/Chicago
58017,Cogswell,ND,America/Chicago
58018,Colfax,ND,America/Chicago
58021,Davenport,ND,America/Chicago
58027,Enderlin,ND,
58029,Erie,ND,America/Chicago
58030,Fairmount,ND,America/Chicago
58031,Fingal,ND,
58032,Forman,ND,America/Chicago
58033,Fort Ransom,ND,America/Chicago
58035,Galesburg,ND,America/Chicago
58036,Gardner,ND,America/Chicago
58038,Grandin,ND,America/Chicago
58040,Gwinner,ND,America/Chicago
58041,Hankinson,ND,America/Chicago
58042,Harwood,ND,America/Chicago
58043,Havana,ND,America/Chicago
58045,Hillsboro,ND,
58046,Hope,ND,
58047,Horace,ND,America/Chicago
58048,Hunter,ND,America/Chicago
58049,Kathryn,ND,America/Chicago
58051,Kindred,ND,America/Chicago
58052,Leonard,ND,
58053,Lidgerwood,ND,
58054,Lisbon,ND,America/Chicago
58056,Luverne,ND,America/Chicago
58057,Mcleod,ND,America/Chicago
58058,Mantador,ND,America/Chicago
58059,Mapleton,ND,America/Chicago
58060,Milnor,ND,America/Chicago
58061,Mooreton,ND,America/Chicago
58062,Nome,ND,America/Chicago
58063,Oriska,ND,America/Chicago
58064,Page,ND,America/Chicago
58067,Rutland,ND,America/Chicago
58068,Sheldon,ND,America/Chicago
58069,Stirum,ND,America/Chicago
58071,Tower City,ND,
58072,Valley City,ND,America/Chicago
58074,Wahpeton,ND,America/Chicago
58075,Wahpeton,ND,America/Chicago
58076,Wahpeton,ND,America/Chicago
58077,Walcott,ND,America/Chicago
58078,West Fargo,ND,America/Chicago
58079,Wheatland,ND,America/Chicago
58081,Wyndmere,ND,America/Chicago
58102,Fargo,ND,America/Chicago
58103,Fargo,ND,America/Chicago
58104,Fargo,ND,America/Chicago
58105,Fargo,ND,America/Chicago
58106,Fargo,ND,America/Chicago
58107,Fargo,ND,America/Chicago
58108,Fargo,ND,America/Chicago
58124,Fargo,ND,America/Chicago
58126,Fargo,ND,America/Chicago
58201,Grand Forks,ND,America/Chicago
58202,Grand Forks,ND,America/Chicago
58203,Grand Forks,ND,America/Chicago
58204,Grand Forks Afb,ND,America/Chicago
58205,Grand Forks Afb,ND,America/Chicago
58206,Grand Forks,ND,America/Chicago
58207,Grand Forks,ND,America/Chicago
58208,Grand Forks,ND,America/Chicago
58210,Adams,ND,America/Chicago
58212,Aneta,ND,America/Chicago
58214,Arvilla,ND,America/Chicago
58216,Bathgate,ND,America/Chicago
58218,Buxton,ND,America/Chicago
58219,Caledonia,ND,America/Chicago
58220,Cavalier,ND,America/Chicago
58222,Crystal,ND,America/Chicago
58223,Cummings,ND,America/Chicago
58224,Dahlen,ND,America/Chicago
58225,Drayton,ND,
58227,Edinburg,ND,
58228,Emerado,ND,America/Chicago
58229,Fairdale,ND,America/Chicago
58230,Finley,ND,America/Chicago
58231,Fordville,ND,
58233,Forest River,ND,America/Chicago
58235,Gilby,ND,America/Chicago
58236,Glasston,ND,America/Chicago
58237,Grafton,ND,America/Chicago
58238,Hamilton,ND,America/Chicago
58239,Hannah,ND,America/Chicago
58240,Hatton,ND,America/Chicago
58241,Hensel,ND,America/Chicago
58243,Hoople,ND,America/Chicago
58244,Inkster,ND,America/Chicago
58249,Langdon,ND,America/Chicago
58250,Lankin,ND,America/Chicago
58251,Larimore,ND,America/Chicago
58254,Mcville,ND,America/Chicago
58256,Manvel,ND,America/Chicago
58257,Mayville,ND,America/Chicago
58258,Mekinock,ND,America/Chicago
58259,Michigan,ND,America/Chicago
58260,Milton,ND,America/Chicago
58261,Minto,ND,America/Chicago
58262,Mountain,ND,America/Chicago
58265,Neche,ND,America/Chicago
58266,Niagara,ND,America/Chicago
58267,Northwood,ND,America/Chicago
58269,Osnabrock,ND,America/Chicago
58270,Park River,ND,America/Chicago
58271,Pembina,ND,America/Chicago
58272,Petersburg,ND,America/Chicago
58273,Pisek,ND,America/Chicago
58274,Portland,ND,America/Chicago
58275,Reynolds,ND,
58276,Saint Thomas,ND,America/Chicago
58277,Sharon,ND,America/Chicago
58278,Thompson,ND,America/Chicago
58281,Wales,ND,America/Chicago
58282,Walhalla,ND,America/Chicago
58301,Devils Lake,ND,America/Chicago
58311,Alsen,ND,America/Chicago
58313,Balta,ND,America/Chicago
58316,Belcourt,ND,America/Chicago
58317,Bisbee,ND,America/Chicago
58318,Bottineau,ND,America/Chicago
58321,Brocket,ND,
58323,Calvin,ND,America/Chicago
58324,Cando,ND,America/Chicago
58325,Churchs Ferry,ND,America/Chicago
58327,Crary,ND,America/Chicago
58329,Dunseith,ND,America/Chicago
58330,Edmore,ND,America/Chicago
58331,Egeland,ND,America/Chicago
58332,Esmond,ND,America/Chicago
58335,Fort Totten,ND,America/Chicago
58338,Hampden,ND,America/Chicago
58339,Hansboro,ND,America/Chicago
58341,Harvey,ND,
58343,Knox,ND,America/Chicago
58344,Lakota,ND,
58345,Lawton,ND,America/Chicago
58346,Leeds,ND,America/Chicago
58348,Maddock,ND,America/Chicago
58351,Minnewaukan,ND,America/Chicago
58352,Munich,ND,America/Chicago
58353,Mylo,ND,America/Chicago
58355,Nekoma,ND,America/Chicago
58356,New Rockford,ND,America/Chicago
58357,Oberon,ND,America/Chicago
58361,Pekin,ND,America/Chicago
58362,Penn,ND,America/Chicago
58363,Perth,ND,America/Chicago
58365,Rocklake,ND,America/Chicago
58366,Rolette,ND,America/Chicago
58367,Rolla,ND,America/Chicago
58368,Rugby,ND,
58369,Saint John,ND,America/Chicago
58370,Saint Michael,ND,America/Chicago
58372,Sarles,ND,America/Chicago
58374,Sheyenne,ND,
58377,Starkweather,ND,
58379,Tokio,ND,America/Chicago
58380,Tolna,ND,
58381,Warwick,ND,America/Chicago
58382,Webster,ND,America/Chicago
58384,Willow City,ND,
58385,Wolford,ND,America/Chicago
58386,York,ND,America/Chicago
58401,Jamestown,ND,America/Chicago
58402,Jamestown,ND,America/Chicago
58405,Jamestown,ND,America/Chicago
58413,Ashley,ND,America/Chicago
58415,Berlin,ND,America/Chicago
58416,Binford,ND,America/Chicago
58418,Bowdon,ND,America/Chicago
58420,Buchanan,ND,America/Chicago
58421,Carrington,ND,America/Chicago
58422,Cathay,ND,America/Chicago
58423,Chaseley,ND,America/Chicago
58424,Cleveland,ND,America/Chicago
58425,Cooperstown,ND,America/Chicago
58426,Courtenay,ND,America/Chicago
58428,Dawson,ND,America/Chicago
58429,Dazey,ND,America/Chicago
58430,Denhoff,ND,America/Chicago
58431,Dickey,ND,America/Chicago
58433,Edgeley,ND,
58436,Ellendale,ND,America/Chicago
58438,Fessenden,ND,America/Chicago
58439,Forbes,ND,America/Chicago
58440,Fredonia,ND,
58441,Fullerton,ND,America/Chicago
58442,Gackle,ND,America/Chicago
58443,Glenfield,ND,America/Chicago
58444,Goodrich,ND,America/Chicago
58445,Grace City,ND,America/Chicago
58448,Hannaford,ND,America/Chicago
58451,Hurdsfield,ND,America/Chicago
58454,Jud,ND,America/Chicago
58455,Kensal,ND,America/Chicago
58456,Kulm,ND,America/Chicago
58458,Lamoure,ND,America/Chicago
58460,Lehr,ND,
58461,Litchville,ND,America/Chicago
58463,Mcclusky,ND,America/Chicago
58464,Mchenry,ND,America/Chicago
58466,Marion,ND,
58467,Medina,ND,America/Chicago
58472,Montpelier,ND,
58474,Oakes,ND,
58475,Pettibone,ND,America/Chicago
58476,Pingree,ND,America/Chicago
58477,Regan,ND,America/Chicago
58478,Robinson,ND,America/Chicago
58479,Rogers,ND,America/Chicago
58480,Sanborn,ND,America/Chicago
58481,Spiritwood,ND,
58482,Steele,ND,America/Chicago
58483,Streeter,ND,America/Chicago
58484,Sutton,ND,America/Chicago
58486,Sykeston,ND,America/Chicago
58487,Tappen,ND,America/Chicago
58488,Tuttle,ND,America/Chicago
58490,Verona,ND,America/Chicago
58492,Wimbledon,ND,
58494,Wing,ND,America/Chicago
58495,Wishek,ND,
58496,Woodworth,ND,America/Chicago
58497,Ypsilanti,ND,America/Chicago
58501,Bismarck,ND,America/Chicago
58502,Bismarck,ND,America/Chicago
58503,Bismarck,ND,America/Chicago
58504,Bismarck,ND,America/Chicago
58506,Bismarck,ND,America/Chicago
58507,Bismarck,ND,America/Chicago
58520,Almont,ND,
58521,Baldwin,ND,America/Chicago
58523,Beulah,ND,America/Denver
58524,Braddock,ND,America/Chicago
58528,Cannon Ball,ND,
58529,Carson,ND,America/Denver
58530,Center,ND,America/North_Dakota/Center
58531,Coleharbor,ND,America/Chicago
58532,Driscoll,ND,America/Chicago
58533,Elgin,ND,America/Denver
58535,Flasher,ND,
58538,Fort Yates,ND,
58540,Garrison,ND,America/Chicago
58541,Golden Valley,ND,America/Denver
58542,Hague,ND,America/Chicago
58544,Hazelton,ND,America/Chicago
58545,Hazen,ND,America/Denver
58549,Kintyre,ND,America/Chicago
58552,Linton,ND,America/Chicago
58554,Mandan,ND,
58558,Menoken,ND,America/Chicago
58559,Mercer,ND,America/Chicago
58560,Moffit,ND,America/Chicago
58561,Napoleon,ND,America/Chicago
58562,New Leipzig,ND,America/Denver
58563,New Salem,ND,
58564,Raleigh,ND,America/Denver
58565,Riverdale,ND,
58566,Saint Anthony,ND,
58568,Selfridge,ND,
58569,Shields,ND,America/Denver
58570,Solen,ND,
58571,Stanton,ND,America/Denver
